Container is store 1000 languages:
[Procedural]: name = vtYqBUcxF8  year = 1951  popularity = 25.58 abstract variables = True, quotient = 195.1
[ObjectOriented]: name = LuZiwGVexa  year = 1963  popularity = 57.3 abstract variables = True legacy = Legacy.SINGLE, quotient = 196.3
[Procedural]: name = m8q5rGZdGb  year = 1968  popularity = 59.92 abstract variables = True, quotient = 196.8
[Functional]: name = hPCMX9dcDd  year = 1967  popularity = 25.5 lazy calculation = False legacy = DYNAMIC, quotient = 196.7
[Procedural]: name = kOX2OWUDKj  year = 1984  popularity = 21.69 abstract variables = False, quotient = 198.4
[Procedural]: name = 72xAoBPdIe  year = 1976  popularity = 96.27 abstract variables = False, quotient = 197.6
[Procedural]: name = ihkuu6Wbrm  year = 1996  popularity = 67.01 abstract variables = False, quotient = 199.6
[Procedural]: name = bmUifk7UCt  year = 2002  popularity = 56.79 abstract variables = False, quotient = 200.2
[ObjectOriented]: name = WHxum3m4Sv  year = 2018  popularity = 87.21 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 201.8
[ObjectOriented]: name = JSbieiQtKX  year = 2014  popularity = 53.19 abstract variables = False legacy = Legacy.SINGLE, quotient = 201.4
[ObjectOriented]: name = 38B3vt5sPr  year = 1999  popularity = 54.64 abstract variables = False legacy = Legacy.SINGLE, quotient = 199.9
[ObjectOriented]: name = aG5WcWhchv  year = 1988  popularity = 43.2 abstract variables = False legacy = Legacy.SINGLE, quotient = 198.8
[Functional]: name = gOGJvn2VH5  year = 1984  popularity = 60.51 lazy calculation = True legacy = STRICT, quotient = 198.4
[ObjectOriented]: name = JhPQ2P4lUN  year = 1978  popularity = 42.69 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.8
[ObjectOriented]: name = 8f4tTm9U5c  year = 1992  popularity = 78.1 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 199.2
[Functional]: name = QPwStXAZS5  year = 1978  popularity = 87.49 lazy calculation = True legacy = DYNAMIC, quotient = 197.8
[Procedural]: name = FwpmWeJSbU  year = 2016  popularity = 25.67 abstract variables = False, quotient = 201.6
[Procedural]: name = 8NllbcvmUT  year = 1971  popularity = 56.44 abstract variables = True, quotient = 197.1
[ObjectOriented]: name = VWiWlaLkQH  year = 1964  popularity = 2.18 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 196.4
[ObjectOriented]: name = DiQA3w7eG6  year = 2009  popularity = 19.35 abstract variables = False legacy = Legacy.SINGLE, quotient = 200.9
[ObjectOriented]: name = dUUAeLjXQD  year = 1962  popularity = 19.43 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 196.2
[Procedural]: name = 57IJp796w8  year = 2001  popularity = 40.51 abstract variables = True, quotient = 200.1
[ObjectOriented]: name = DFFUU64o4Z  year = 2020  popularity = 71.56 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 202.0
[Procedural]: name = SR4fgDeoBm  year = 1973  popularity = 5.04 abstract variables = True, quotient = 197.3
[Functional]: name = bWRbRTSF8c  year = 1958  popularity = 95.72 lazy calculation = True legacy = DYNAMIC, quotient = 195.8
[ObjectOriented]: name = qadL2HEvFN  year = 1977  popularity = 62.27 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.7
[ObjectOriented]: name = FqZvXwaYhI  year = 1950  popularity = 76.83 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.0
[Procedural]: name = PF3TQFMOxv  year = 1963  popularity = 88.75 abstract variables = True, quotient = 196.3
[ObjectOriented]: name = neCRNNbaUA  year = 1975  popularity = 10.59 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.5
[Functional]: name = PnVCW5PbP9  year = 1955  popularity = 68.79 lazy calculation = True legacy = STRICT, quotient = 195.5
[Functional]: name = ijtBHFvw8q  year = 1970  popularity = 52.81 lazy calculation = False legacy = DYNAMIC, quotient = 197.0
[ObjectOriented]: name = Dsi1U54N49  year = 1983  popularity = 65.77 abstract variables = True legacy = Legacy.SINGLE, quotient = 198.3
[Procedural]: name = 74clieRCps  year = 2016  popularity = 41.48 abstract variables = True, quotient = 201.6
[Procedural]: name = 9HRxp7r8hX  year = 1954  popularity = 86.63 abstract variables = True, quotient = 195.4
[Functional]: name = xb1jDsfTFK  year = 1971  popularity = 72.6 lazy calculation = False legacy = STRICT, quotient = 197.1
[Functional]: name = GHwwbZuKIC  year = 2010  popularity = 80.66 lazy calculation = False legacy = DYNAMIC, quotient = 201.0
[Procedural]: name = M3xKbJjTxs  year = 1983  popularity = 13.94 abstract variables = False, quotient = 198.3
[Functional]: name = ibTfW5AUCg  year = 1982  popularity = 86.18 lazy calculation = False legacy = DYNAMIC, quotient = 198.2
[Procedural]: name = aGqAa8lnV6  year = 1972  popularity = 31.78 abstract variables = False, quotient = 197.2
[Procedural]: name = QP8nOZQCIY  year = 2006  popularity = 3.68 abstract variables = True, quotient = 200.6
[Procedural]: name = 9rNbLqnAGt  year = 2019  popularity = 35.58 abstract variables = True, quotient = 201.9
[Functional]: name = 4rXUObf8Cq  year = 1973  popularity = 27.14 lazy calculation = False legacy = STRICT, quotient = 197.3
[ObjectOriented]: name = TsAIqBuLRO  year = 1973  popularity = 66.64 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.3
[ObjectOriented]: name = rch6nIsh7s  year = 1986  popularity = 44.26 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 198.6
[ObjectOriented]: name = woOiTimMEg  year = 1959  popularity = 95.38 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.9
[Functional]: name = dBAwwXPgJI  year = 1952  popularity = 86.62 lazy calculation = True legacy = STRICT, quotient = 195.2
[Procedural]: name = MMrTRVWusa  year = 2019  popularity = 6.39 abstract variables = False, quotient = 201.9
[Functional]: name = BjkvHLlNgV  year = 2005  popularity = 77.27 lazy calculation = False legacy = DYNAMIC, quotient = 200.5
[Procedural]: name = JCGgUj5hF4  year = 1955  popularity = 68.72 abstract variables = True, quotient = 195.5
[Procedural]: name = F5bWHOIC16  year = 1955  popularity = 77.33 abstract variables = False, quotient = 195.5
[Procedural]: name = 6R91cqEQac  year = 1997  popularity = 68.83 abstract variables = True, quotient = 199.7
[ObjectOriented]: name = gCs1H269BM  year = 1971  popularity = 81.0 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.1
[ObjectOriented]: name = B1Tl56iZqY  year = 1958  popularity = 81.98 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.8
[ObjectOriented]: name = wUMYrS144U  year = 1997  popularity = 96.58 abstract variables = True legacy = Legacy.SINGLE, quotient = 199.7
[ObjectOriented]: name = hZa2Lw5EQB  year = 1951  popularity = 24.6 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.1
[Procedural]: name = eEtw2GSC6i  year = 2016  popularity = 8.68 abstract variables = False, quotient = 201.6
[Procedural]: name = Eoh9Agw9W1  year = 1954  popularity = 61.45 abstract variables = True, quotient = 195.4
[Functional]: name = cOj5JrU5R5  year = 1987  popularity = 2.17 lazy calculation = False legacy = STRICT, quotient = 198.7
[ObjectOriented]: name = M7UZROEpUC  year = 1982  popularity = 85.7 abstract variables = True legacy = Legacy.SINGLE, quotient = 198.2
[Procedural]: name = hmFpLk6e9l  year = 1955  popularity = 39.06 abstract variables = True, quotient = 195.5
[Functional]: name = EUjAOkBjiY  year = 1981  popularity = 64.07 lazy calculation = False legacy = DYNAMIC, quotient = 198.1
[Procedural]: name = 4UapSIJWf1  year = 1950  popularity = 90.21 abstract variables = False, quotient = 195.0
[Procedural]: name = TI12vKvKFS  year = 1966  popularity = 2.77 abstract variables = True, quotient = 196.6
[Procedural]: name = JfOADeFSPO  year = 1987  popularity = 93.08 abstract variables = False, quotient = 198.7
[Procedural]: name = gqtih36osx  year = 1954  popularity = 28.08 abstract variables = False, quotient = 195.4
[Procedural]: name = Aslr91Z9Za  year = 1962  popularity = 95.86 abstract variables = False, quotient = 196.2
[ObjectOriented]: name = pNistVfu6R  year = 1996  popularity = 35.99 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 199.6
[Functional]: name = 1KuLqUMwu7  year = 1999  popularity = 87.04 lazy calculation = True legacy = DYNAMIC, quotient = 199.9
[Functional]: name = 3PbvL1uGsp  year = 2010  popularity = 21.18 lazy calculation = True legacy = STRICT, quotient = 201.0
[Functional]: name = LvJktbsZKd  year = 1985  popularity = 3.85 lazy calculation = True legacy = DYNAMIC, quotient = 198.5
[Procedural]: name = LSoJpk5saG  year = 2020  popularity = 55.43 abstract variables = True, quotient = 202.0
[ObjectOriented]: name = 2StPOaRjUM  year = 2007  popularity = 44.45 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 200.7
[ObjectOriented]: name = kRocltLGlA  year = 2009  popularity = 27.59 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 200.9
[Functional]: name = NBBZwUFtqp  year = 2017  popularity = 39.45 lazy calculation = False legacy = DYNAMIC, quotient = 201.7
[Procedural]: name = BVU5b3mBTe  year = 1986  popularity = 45.12 abstract variables = True, quotient = 198.6
[ObjectOriented]: name = YAuBP55Yov  year = 2003  popularity = 7.89 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 200.3
[Functional]: name = M4VqCSqbcl  year = 2009  popularity = 11.43 lazy calculation = True legacy = DYNAMIC, quotient = 200.9
[ObjectOriented]: name = a7rqSYrZqK  year = 2011  popularity = 67.58 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 201.1
[ObjectOriented]: name = oE8ghbxGLB  year = 1958  popularity = 21.13 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.8
[Procedural]: name = qNVXVNRmKO  year = 1998  popularity = 66.54 abstract variables = False, quotient = 199.8
[ObjectOriented]: name = 4BGHQLCkik  year = 1986  popularity = 68.7 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 198.6
[Procedural]: name = 4vfwIHUkPN  year = 1989  popularity = 20.76 abstract variables = False, quotient = 198.9
[ObjectOriented]: name = UAaQBkBcSq  year = 1961  popularity = 45.34 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 196.1
[Procedural]: name = WHBTnfpFET  year = 2005  popularity = 10.63 abstract variables = False, quotient = 200.5
[Procedural]: name = KOnKdMioiN  year = 1988  popularity = 71.27 abstract variables = True, quotient = 198.8
[Procedural]: name = lda4mp3vw2  year = 1999  popularity = 31.93 abstract variables = True, quotient = 199.9
[Functional]: name = qYiCTSmmts  year = 1992  popularity = 7.84 lazy calculation = True legacy = STRICT, quotient = 199.2
[Functional]: name = rs2VgF2ipS  year = 1962  popularity = 36.83 lazy calculation = False legacy = DYNAMIC, quotient = 196.2
[Functional]: name = ZlVTKtxXca  year = 1953  popularity = 97.06 lazy calculation = True legacy = DYNAMIC, quotient = 195.3
[ObjectOriented]: name = 46GOBdNXjr  year = 1984  popularity = 83.44 abstract variables = True legacy = Legacy.SINGLE, quotient = 198.4
[ObjectOriented]: name = Yb7IFlxLJ6  year = 1987  popularity = 36.83 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 198.7
[ObjectOriented]: name = 4vC3tsYUsG  year = 1971  popularity = 97.82 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.1
[Procedural]: name = ZxWTIF7gVH  year = 1976  popularity = 98.43 abstract variables = False, quotient = 197.6
[Procedural]: name = 2InvU8aHrs  year = 2015  popularity = 96.53 abstract variables = True, quotient = 201.5
[ObjectOriented]: name = trQRx3eu74  year = 2001  popularity = 48.14 abstract variables = True legacy = Legacy.SINGLE, quotient = 200.1
[Procedural]: name = rShUb7tUKf  year = 2018  popularity = 68.01 abstract variables = True, quotient = 201.8
[ObjectOriented]: name = U5t7Irhtkw  year = 1972  popularity = 35.47 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.2
[ObjectOriented]: name = e3oxGlgCqu  year = 1990  popularity = 77.4 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 199.0
[Functional]: name = IxgWBdm17f  year = 1958  popularity = 84.88 lazy calculation = False legacy = DYNAMIC, quotient = 195.8
[ObjectOriented]: name = j3BF3WnS1m  year = 1989  popularity = 16.6 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 198.9
[ObjectOriented]: name = td7dtYkFHl  year = 1962  popularity = 34.76 abstract variables = True legacy = Legacy.SINGLE, quotient = 196.2
[Procedural]: name = E6RpsXLmoR  year = 2011  popularity = 95.98 abstract variables = True, quotient = 201.1
[Functional]: name = thI8U1LMrL  year = 2018  popularity = 30.41 lazy calculation = True legacy = STRICT, quotient = 201.8
[Procedural]: name = Li6rSUj4gu  year = 1952  popularity = 22.8 abstract variables = True, quotient = 195.2
[Procedural]: name = l9dx433aIL  year = 1954  popularity = 7.62 abstract variables = False, quotient = 195.4
[Procedural]: name = 2oIq6ebjh7  year = 2000  popularity = 4.77 abstract variables = True, quotient = 200.0
[Procedural]: name = 7IBTiY5WAS  year = 1979  popularity = 24.85 abstract variables = True, quotient = 197.9
[Functional]: name = B89fLcI1dL  year = 1960  popularity = 87.34 lazy calculation = True legacy = STRICT, quotient = 196.0
[Procedural]: name = co7ZhJpZlL  year = 1951  popularity = 36.23 abstract variables = False, quotient = 195.1
[ObjectOriented]: name = fUTUtKFsTQ  year = 2002  popularity = 33.91 abstract variables = True legacy = Legacy.SINGLE, quotient = 200.2
[ObjectOriented]: name = 69Br2ZovIv  year = 1976  popularity = 48.13 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.6
[ObjectOriented]: name = dDx2sjd5ZC  year = 2003  popularity = 32.72 abstract variables = True legacy = Legacy.SINGLE, quotient = 200.3
[Functional]: name = VDmRaI3BjG  year = 1990  popularity = 60.95 lazy calculation = False legacy = DYNAMIC, quotient = 199.0
[ObjectOriented]: name = DQrE3abcQl  year = 1956  popularity = 7.23 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.6
[ObjectOriented]: name = kKebnCnYqN  year = 1948  popularity = 84.67 abstract variables = False legacy = Legacy.SINGLE, quotient = 194.8
[Functional]: name = ax6WF2xWUp  year = 1945  popularity = 52.68 lazy calculation = False legacy = DYNAMIC, quotient = 194.5
[ObjectOriented]: name = F3F7IgF3MB  year = 1951  popularity = 55.4 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.1
[Functional]: name = oVoXZbHDnH  year = 1988  popularity = 86.72 lazy calculation = False legacy = STRICT, quotient = 198.8
[ObjectOriented]: name = 9VSHGUwYFo  year = 1987  popularity = 36.61 abstract variables = False legacy = Legacy.SINGLE, quotient = 198.7
[ObjectOriented]: name = GesYY94jM6  year = 1952  popularity = 7.64 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.2
[Procedural]: name = N6JqliCu4e  year = 2015  popularity = 66.6 abstract variables = False, quotient = 201.5
[ObjectOriented]: name = XJB4DjYFOP  year = 2003  popularity = 47.02 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 200.3
[Functional]: name = 7kgrQTKEpj  year = 1955  popularity = 74.61 lazy calculation = True legacy = STRICT, quotient = 195.5
[Procedural]: name = 1udPfbkMbs  year = 1983  popularity = 1.51 abstract variables = False, quotient = 198.3
[Functional]: name = LdwkoQugMJ  year = 2014  popularity = 30.41 lazy calculation = False legacy = DYNAMIC, quotient = 201.4
[ObjectOriented]: name = vlDtL3sLUr  year = 1997  popularity = 81.1 abstract variables = True legacy = Legacy.SINGLE, quotient = 199.7
[ObjectOriented]: name = 2mZPosuGAu  year = 1961  popularity = 53.15 abstract variables = False legacy = Legacy.SINGLE, quotient = 196.1
[Functional]: name = rZiQCq7j2k  year = 1985  popularity = 85.41 lazy calculation = True legacy = STRICT, quotient = 198.5
[Functional]: name = nqmluXBKdX  year = 1959  popularity = 86.94 lazy calculation = False legacy = DYNAMIC, quotient = 195.9
[Functional]: name = M1ojHNRI3i  year = 1976  popularity = 75.05 lazy calculation = True legacy = DYNAMIC, quotient = 197.6
[Procedural]: name = aLEna7KETB  year = 2003  popularity = 96.41 abstract variables = True, quotient = 200.3
[Procedural]: name = Wi65uKxNVr  year = 2000  popularity = 29.97 abstract variables = False, quotient = 200.0
[Functional]: name = PE7HLrU3To  year = 1981  popularity = 43.63 lazy calculation = False legacy = DYNAMIC, quotient = 198.1
[ObjectOriented]: name = 7HqAvwi5e3  year = 2001  popularity = 52.94 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 200.1
[Functional]: name = k3GQ1mThRq  year = 1952  popularity = 38.46 lazy calculation = True legacy = DYNAMIC, quotient = 195.2
[ObjectOriented]: name = Skb3hmLfQL  year = 1969  popularity = 47.77 abstract variables = False legacy = Legacy.SINGLE, quotient = 196.9
[Procedural]: name = lcF4MTjpi9  year = 1994  popularity = 92.65 abstract variables = False, quotient = 199.4
[ObjectOriented]: name = oxGHcmgMMA  year = 1983  popularity = 39.62 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 198.3
[Procedural]: name = 4RXN2AthYf  year = 2013  popularity = 66.67 abstract variables = True, quotient = 201.3
[ObjectOriented]: name = 2uVLvgEmPg  year = 2017  popularity = 76.92 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 201.7
[Procedural]: name = Vk6XuDpNWu  year = 1952  popularity = 69.78 abstract variables = True, quotient = 195.2
[Functional]: name = OkWc48xb11  year = 1946  popularity = 13.17 lazy calculation = False legacy = DYNAMIC, quotient = 194.6
[Procedural]: name = pabpIfjT1Q  year = 2015  popularity = 43.6 abstract variables = False, quotient = 201.5
[ObjectOriented]: name = hDp3apdjqh  year = 1954  popularity = 16.41 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.4
[Functional]: name = 4MXXNOZOU7  year = 2010  popularity = 9.4 lazy calculation = False legacy = DYNAMIC, quotient = 201.0
[ObjectOriented]: name = rIwlXqQXnH  year = 2020  popularity = 90.95 abstract variables = True legacy = Legacy.SINGLE, quotient = 202.0
[ObjectOriented]: name = FL1pUNGsbO  year = 1985  popularity = 62.73 abstract variables = True legacy = Legacy.SINGLE, quotient = 198.5
[Procedural]: name = YgsRqwWXuI  year = 1950  popularity = 6.13 abstract variables = False, quotient = 195.0
[Procedural]: name = wXsjUAtuJl  year = 2014  popularity = 86.7 abstract variables = True, quotient = 201.4
[ObjectOriented]: name = qPeJDKu9RX  year = 1979  popularity = 33.71 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.9
[Functional]: name = whkODXoSWc  year = 1972  popularity = 6.73 lazy calculation = True legacy = DYNAMIC, quotient = 197.2
[Functional]: name = sngc2alB74  year = 1949  popularity = 49.6 lazy calculation = False legacy = STRICT, quotient = 194.9
[Functional]: name = fEoQFcTtI3  year = 2013  popularity = 77.32 lazy calculation = False legacy = STRICT, quotient = 201.3
[ObjectOriented]: name = s1RaupJTMr  year = 2000  popularity = 29.31 abstract variables = True legacy = Legacy.SINGLE, quotient = 200.0
[Procedural]: name = kU8JUp84ok  year = 1977  popularity = 83.26 abstract variables = True, quotient = 197.7
[Procedural]: name = r3KuUdMs3x  year = 1996  popularity = 94.05 abstract variables = True, quotient = 199.6
[Procedural]: name = viPsddobmH  year = 1996  popularity = 15.06 abstract variables = False, quotient = 199.6
[ObjectOriented]: name = JP9sNxPOeR  year = 1961  popularity = 6.48 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 196.1
[Procedural]: name = XOwrUIpICP  year = 2010  popularity = 31.83 abstract variables = False, quotient = 201.0
[Functional]: name = FDSUsqVQWt  year = 1959  popularity = 56.8 lazy calculation = True legacy = STRICT, quotient = 195.9
[Procedural]: name = Srj4MAp28K  year = 1950  popularity = 46.11 abstract variables = False, quotient = 195.0
[Procedural]: name = 1imEvtrpZS  year = 2009  popularity = 70.95 abstract variables = True, quotient = 200.9
[Procedural]: name = erEYOGUQQV  year = 1973  popularity = 75.74 abstract variables = True, quotient = 197.3
[ObjectOriented]: name = HgAKTIDWsK  year = 2017  popularity = 72.86 abstract variables = False legacy = Legacy.SINGLE, quotient = 201.7
[ObjectOriented]: name = B82QWHS935  year = 2015  popularity = 78.45 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 201.5
[Functional]: name = JMOMU5Oex6  year = 1980  popularity = 11.37 lazy calculation = False legacy = STRICT, quotient = 198.0
[Procedural]: name = YkwrJD3Zan  year = 1960  popularity = 80.59 abstract variables = True, quotient = 196.0
[Procedural]: name = lHoZm72F4M  year = 1987  popularity = 60.92 abstract variables = True, quotient = 198.7
[ObjectOriented]: name = t3XbFMwIKQ  year = 1997  popularity = 53.11 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 199.7
[Functional]: name = LukjtWrihl  year = 2004  popularity = 19.22 lazy calculation = False legacy = DYNAMIC, quotient = 200.4
[Procedural]: name = oBVG3ldblj  year = 1974  popularity = 34.62 abstract variables = False, quotient = 197.4
[Procedural]: name = mtkRxwFnD6  year = 1967  popularity = 41.5 abstract variables = False, quotient = 196.7
[Procedural]: name = YflIRKoudu  year = 1977  popularity = 77.33 abstract variables = True, quotient = 197.7
[Functional]: name = aOaV7WkDMU  year = 1968  popularity = 14.23 lazy calculation = False legacy = DYNAMIC, quotient = 196.8
[ObjectOriented]: name = Urmn4oJ2cd  year = 2018  popularity = 22.19 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 201.8
[ObjectOriented]: name = LTqakMqGgM  year = 1960  popularity = 41.62 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 196.0
[Procedural]: name = n3HmYqrGMJ  year = 1977  popularity = 27.31 abstract variables = True, quotient = 197.7
[Functional]: name = TWjbfBTx77  year = 1992  popularity = 54.94 lazy calculation = True legacy = STRICT, quotient = 199.2
[Procedural]: name = rWmSWBxwMk  year = 1974  popularity = 30.46 abstract variables = False, quotient = 197.4
[ObjectOriented]: name = 7fJ2xh1ZYs  year = 1994  popularity = 33.57 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 199.4
[Procedural]: name = l1D8SsXrkH  year = 1950  popularity = 29.51 abstract variables = True, quotient = 195.0
[Functional]: name = JcMA1op4nM  year = 1980  popularity = 89.59 lazy calculation = False legacy = STRICT, quotient = 198.0
[Functional]: name = tbmK4V1xsD  year = 2010  popularity = 90.84 lazy calculation = False legacy = DYNAMIC, quotient = 201.0
[ObjectOriented]: name = Psu8ZZbVA8  year = 2005  popularity = 29.31 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 200.5
[Procedural]: name = 8hAwXJVktI  year = 1980  popularity = 98.65 abstract variables = False, quotient = 198.0
[ObjectOriented]: name = 95bOCE2eNv  year = 1948  popularity = 35.79 abstract variables = True legacy = Legacy.SINGLE, quotient = 194.8
[Procedural]: name = 51gavEO8uk  year = 1995  popularity = 10.28 abstract variables = False, quotient = 199.5
[ObjectOriented]: name = KdFmI91RvA  year = 1965  popularity = 12.03 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 196.5
[Functional]: name = hZJsNBGJo9  year = 1960  popularity = 56.65 lazy calculation = True legacy = STRICT, quotient = 196.0
[ObjectOriented]: name = 5cYB6KEop4  year = 1992  popularity = 32.8 abstract variables = False legacy = Legacy.SINGLE, quotient = 199.2
[Functional]: name = fu8KGSHmBh  year = 1968  popularity = 11.21 lazy calculation = True legacy = STRICT, quotient = 196.8
[Functional]: name = UZNpfST1VG  year = 1961  popularity = 34.12 lazy calculation = False legacy = DYNAMIC, quotient = 196.1
[ObjectOriented]: name = kUp1uwd7bk  year = 2003  popularity = 48.86 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 200.3
[ObjectOriented]: name = ZXUokQtQ7W  year = 1969  popularity = 8.31 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 196.9
[Procedural]: name = E66cpaAQ5O  year = 1960  popularity = 82.61 abstract variables = True, quotient = 196.0
[Procedural]: name = pmO5LblDNa  year = 2009  popularity = 59.83 abstract variables = False, quotient = 200.9
[Functional]: name = Mh4LTpOUG5  year = 2001  popularity = 20.78 lazy calculation = False legacy = DYNAMIC, quotient = 200.1
[ObjectOriented]: name = QxekkE2OU9  year = 1963  popularity = 34.11 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 196.3
[Functional]: name = sECujOXvNv  year = 2017  popularity = 60.43 lazy calculation = True legacy = STRICT, quotient = 201.7
[Procedural]: name = 7pRwJ85FMa  year = 1973  popularity = 42.22 abstract variables = True, quotient = 197.3
[Functional]: name = M1g7GfDVL3  year = 1992  popularity = 84.28 lazy calculation = True legacy = STRICT, quotient = 199.2
[ObjectOriented]: name = tYJimqkKmJ  year = 1987  popularity = 34.12 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 198.7
[ObjectOriented]: name = CqJkCEORqG  year = 1990  popularity = 58.73 abstract variables = True legacy = Legacy.SINGLE, quotient = 199.0
[Procedural]: name = 93BYSenQYJ  year = 1984  popularity = 22.52 abstract variables = True, quotient = 198.4
[Functional]: name = drVdvXh2pZ  year = 1965  popularity = 29.68 lazy calculation = False legacy = DYNAMIC, quotient = 196.5
[Functional]: name = UOalj8lI2t  year = 1990  popularity = 3.08 lazy calculation = True legacy = STRICT, quotient = 199.0
[Functional]: name = 5MqQMDmMSZ  year = 1969  popularity = 76.62 lazy calculation = True legacy = STRICT, quotient = 196.9
[Procedural]: name = 4PJ7puw1wC  year = 1986  popularity = 58.55 abstract variables = False, quotient = 198.6
[Procedural]: name = QbBl13KkQl  year = 1947  popularity = 78.65 abstract variables = True, quotient = 194.7
[Procedural]: name = MBvm9skfj4  year = 1951  popularity = 60.54 abstract variables = True, quotient = 195.1
[Procedural]: name = Q45opF62ms  year = 1979  popularity = 70.23 abstract variables = True, quotient = 197.9
[Functional]: name = VI3QYpVQOs  year = 1953  popularity = 42.63 lazy calculation = True legacy = STRICT, quotient = 195.3
[Functional]: name = 7V9vBkCupb  year = 2009  popularity = 66.25 lazy calculation = True legacy = DYNAMIC, quotient = 200.9
[ObjectOriented]: name = JYom42NZUC  year = 1992  popularity = 15.4 abstract variables = False legacy = Legacy.SINGLE, quotient = 199.2
[Procedural]: name = Bo29Yl241G  year = 1965  popularity = 74.23 abstract variables = False, quotient = 196.5
[ObjectOriented]: name = C2bPwqVam7  year = 1974  popularity = 80.47 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.4
[Functional]: name = tgBOGQRkkT  year = 2014  popularity = 87.7 lazy calculation = True legacy = STRICT, quotient = 201.4
[ObjectOriented]: name = t1RlRGkQFe  year = 1990  popularity = 86.79 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 199.0
[ObjectOriented]: name = TxbXxOXBit  year = 1972  popularity = 63.58 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.2
[ObjectOriented]: name = 6j7VjJOamb  year = 1955  popularity = 48.33 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.5
[Functional]: name = hBH4weorto  year = 1947  popularity = 65.27 lazy calculation = False legacy = STRICT, quotient = 194.7
[Procedural]: name = mCOt4lehUb  year = 1954  popularity = 9.82 abstract variables = False, quotient = 195.4
[Procedural]: name = kXdNlAj2Ni  year = 1964  popularity = 9.26 abstract variables = True, quotient = 196.4
[Functional]: name = CvfQ9vf9Ba  year = 1954  popularity = 3.82 lazy calculation = False legacy = STRICT, quotient = 195.4
[Procedural]: name = i6rZBMeUj7  year = 1997  popularity = 90.08 abstract variables = True, quotient = 199.7
[Procedural]: name = 9LKHk2Zvnl  year = 1973  popularity = 87.49 abstract variables = False, quotient = 197.3
[Functional]: name = hOdGskYsdX  year = 1987  popularity = 2.3 lazy calculation = False legacy = DYNAMIC, quotient = 198.7
[Functional]: name = jTMYGSClci  year = 1956  popularity = 35.94 lazy calculation = True legacy = STRICT, quotient = 195.6
[Procedural]: name = UYxLUCNXHr  year = 1959  popularity = 15.49 abstract variables = False, quotient = 195.9
[ObjectOriented]: name = SKxmNEv6pA  year = 1962  popularity = 1.91 abstract variables = True legacy = Legacy.SINGLE, quotient = 196.2
